iso3,country,step_2_initial_data,step_3a_who_od_clean,step_3a_who_od_selection,step_3b_combined_before_filter,step_3b_combined_after_filter,step_3c_seasonal_before_filter,step_3c_seasonal_after_filter,step_4_current_data,step_5_nowcast_merge,step_6_final,dropped_at_step,drop_reason,final_status
MAF,Saint Martin (French part),TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,Included
VCT,Saint Vincent and the Grenadines,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,Included
WSM,Samoa,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,Included
SMR,San Marino,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Step_3b_Combined_After_Filter,NA,Dropped after nowcast merge
STP,Sao Tome and Principe,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Step_3c_Seasonal_After_Filter,Filtered: <3 complete seasons,Dropped after nowcast merge
SAU,Saudi Arabia,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,NA,NA,Included
SEN,Senegal,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,Included
SRB,Serbia,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Step_3b_Combined_After_Filter,NA,Dropped after nowcast merge
SYC,Seychelles,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Step_3c_Seasonal_After_Filter,Filtered: <3 complete seasons,Dropped after nowcast merge
SLE,Sierra Leone,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Step_3b_Combined_After_Filter,Filtered: all-zero years,Dropped after nowcast merge
SGP,Singapore,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,Included
SXM,Sint Maarten,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,Included
SVK,Slovakia,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Step_3b_Combined_After_Filter,NA,Dropped after nowcast merge
SVN,Slovenia,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Step_3b_Combined_After_Filter,NA,Dropped after nowcast merge
SLB,Solomon Islands,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,Included
SOM,Somalia,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Step_3b_Combined_After_Filter,Filtered: <3 years of data,Dropped during combined filtering
SSD,South Sudan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Step_3b_Combined_After_Filter,Filtered: <3 years of data,Dropped during combined filtering
ESP,Spain,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Step_3c_Seasonal_After_Filter,Filtered: incomplete seasons (<12 months per season),Dropped after nowcast merge
LKA,Sri Lanka,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,Included
SDN,Sudan,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,Included
SUR,Suriname,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,Included
SWE,Sweden,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Step_3b_Combined_After_Filter,NA,Dropped after nowcast merge
CHE,Switzerland,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Step_3b_Combined_After_Filter,NA,Dropped after nowcast merge
TWN,Taiwan,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,NA,NA,Included
TJK,Tajikistan,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Step_3b_Combined_After_Filter,NA,Dropped after nowcast merge
THA,Thailand,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,Included
TLS,Timor-leste,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,Included
TGO,Togo,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Step_3b_Combined_After_Filter,Filtered: all-zero years,Dropped after nowcast merge
TKL,Tokelau,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Step_3c_Seasonal_After_Filter,Filtered: incomplete seasons (<12 months per season),Dropped after nowcast merge
TON,Tonga,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,Included
TTO,Trinidad and Tobago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,Included
TKM,Turkmenistan,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Step_3b_Combined_After_Filter,NA,Dropped after nowcast merge
TCA,Turks and Caicos Islands,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,Included
TUV,Tuvalu,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,Included
TUR,Türkiye,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Step_3b_Combined_After_Filter,NA,Dropped after nowcast merge
UGA,Uganda,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Step_3b_Combined_After_Filter,NA,Dropped during WHO/OD cleaning
UKR,Ukraine,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Step_3b_Combined_After_Filter,NA,Dropped after nowcast merge
GBR,United Kingdom of Great Britain and Northern Ireland,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Step_3b_Combined_After_Filter,NA,Dropped after nowcast merge
TZA,United Republic of Tanzania,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Step_3c_Seasonal_After_Filter,Filtered: <3 complete seasons,Dropped after nowcast merge
USA,United States of America,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,Included
URY,Uruguay,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Step_3b_Combined_After_Filter,Filtered: <3 years of data,Dropped after nowcast merge
UZB,Uzbekistan,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Step_3b_Combined_After_Filter,NA,Dropped after nowcast merge
VUT,Vanuatu,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,Included
VEN,Venezuela,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,NA,NA,Included
VNM,Viet Nam,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,Included
VGB,Virgin Islands (UK),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,Included
VIR,Virgin Islands (US),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Step_3c_Seasonal_After_Filter,Filtered: incomplete seasons (<12 months per season),Dropped after nowcast merge
VIR,Virgin Islands (US),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Step_3c_Seasonal_After_Filter,Filtered: incomplete seasons (<12 months per season),Dropped after nowcast merge
WLF,Wallis and Futuna,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,Included
YEM,Yemen,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,NA,NA,Included
ZMB,Zambia,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Step_3b_Combined_After_Filter,NA,Dropped during WHO/OD cleaning
ZWE,Zimbabwe,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Step_3b_Combined_After_Filter,NA,Dropped during WHO/OD cleaning
